Feature,Midle,Turned,Value
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationLessThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationLessThanOrEquals,DurationLessThanOrEquals,DurationLessThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationLessThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationLessThan,DurationLessThan,DurationLessThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_value,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_value,value,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any,any,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_key,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_key,key,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_message,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_message,message,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator,operator,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_Equals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_Equals,Equals,Equals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_NotEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_NotEquals,NotEquals,NotEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_In,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_In,In,In
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AnyIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AnyIn,AnyIn,AnyIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AllIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AllIn,AllIn,AllIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_NotIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_NotIn,NotIn,NotIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AnyNotIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AnyNotIn,AnyNotIn,AnyNotIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AllNotIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_AllNotIn,AllNotIn,AllNotIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_GreaterThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_GreaterThanOrEquals,GreaterThanOrEquals,GreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_GreaterThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_GreaterThan,GreaterThan,GreaterThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_LessThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_LessThanOrEquals,LessThanOrEquals,LessThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_LessThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_LessThan,LessThan,LessThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThanOrEquals,DurationGreaterThanOrEquals,DurationGreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationGreaterThan,DurationGreaterThan,DurationGreaterThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationLessThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationLessThanOrEquals,DurationLessThanOrEquals,DurationLessThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationLessThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_operator_DurationLessThan,DurationLessThan,DurationLessThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_value,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_any_value,value,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_name,ClusterPolicy_status_autogen_rules_verifyImages_attestations_name,name,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_predicateType,ClusterPolicy_status_autogen_rules_verifyImages_attestations_predicateType,predicateType,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_type,ClusterPolicy_status_autogen_rules_verifyImages_attestations_type,type,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors,ClusterPolicy_status_autogen_rules_verifyImages_attestors,attestors,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_count,ClusterPolicy_status_autogen_rules_verifyImages_attestors_count,count,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries,entries,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_annotations,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_annotations,annotations,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_attestor,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_attestor,attestor,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates,certificates,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_cert,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_cert,cert,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_certChain,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_certChain,certChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor_url,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_certificates_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless,keyless,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_additionalExtensions,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_additionalExtensions,additionalExtensions,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_issuer,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_issuer,issuer,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_issuerRegExp,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_issuerRegExp,issuerRegExp,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor_url,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_roots,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_roots,roots,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_subject,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_subject,subject,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_subjectRegExp,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keyless_subjectRegExp,subjectRegExp,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys,keys,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_kms,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_kms,kms,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_publicKeys,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_publicKeys,publicKeys,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor_url,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_secret,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_secret,secret,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_secret_name,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_secret_name,name,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_secret_namespace,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_secret_namespace,namespace,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_signatureAlgorithm,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_keys_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_repository,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_repository,repository,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_signatureAlgorithm,ClusterPolicy_status_autogen_rules_verifyImages_attestors_entries_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_cosignOCI11,ClusterPolicy_status_autogen_rules_verifyImages_cosignOCI11,cosignOCI11,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_failureAction,ClusterPolicy_status_autogen_rules_verifyImages_failureAction,failureAction,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_failureAction_Audit,ClusterPolicy_status_autogen_rules_verifyImages_failureAction_Audit,Audit,Audit
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_failureAction_Enforce,ClusterPolicy_status_autogen_rules_verifyImages_failureAction_Enforce,Enforce,Enforce
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_image,ClusterPolicy_status_autogen_rules_verifyImages_image,image,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_imageReferences,ClusterPolicy_status_autogen_rules_verifyImages_imageReferences,imageReferences,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_imageReferences_StringValue,ClusterPolicy_status_autogen_rules_verifyImages_imageReferences_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_imageRegistryCredentials,ClusterPolicy_status_autogen_rules_verifyImages_imageRegistryCredentials,imageRegistryCredentials,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_imageRegistryCredentials_allowInsecureRegistry,ClusterPolicy_status_autogen_rules_verifyImages_imageRegistryCredentials_allowInsecureRegistry,allowInsecureRegistry,
